Department,Name,Title,Photo
传播学系,黄佩,教授,黄佩.jpg
传播学系,刘胜枝,教授,刘胜枝.jpg
传播学系,王文宏,教授,王文宏.jpg
传播学系,张蓝姗,教授,张蓝姗.jpg
数字媒体系,贾云鹏,教授,贾云鹏.jpg
数字媒体系,高立,教授,高立.jpg
数字媒体系,李学明,教授,李学明.jpg
数字媒体系,张凤全,教授,张凤全.jpg
设计系,侯文军,教授,侯文军.jpg
艺术教研中心,李霞,教授,李霞.jpg
