Department,Name,Title,Photo
艺术教研中心,郭艺涵,讲师,郭艺涵.jpg
艺术教研中心,刘晓勇,讲师,刘晓勇.jpg
艺术教研中心,马辉,讲师,马辉.jpg
艺术教研中心,马梦鹤,讲师,马梦鹤.jpg
数字媒体系,赵天奇,讲师,赵天奇.jpg
数字媒体系,张宪林,讲师,张宪林.jpg
数字媒体系,王楠,讲师,王楠.jpg
数字媒体系,曹璐,讲师,曹璐.jpg
数字媒体系,郭宁,讲师,郭宁.jpg
数字媒体系,李荣锋,讲师,李荣锋.jpg
数字媒体系,陈思,讲师,陈思.jpg
数字媒体系,孙尚,讲师,孙尚.jpg
数字媒体系,周博,讲师,周博.jpg
数字媒体系,张若宸,讲师,张若宸.jpg
数字媒体系,王希萌,讲师,王希萌.jpg
数字媒体系,程希,讲师,程希.jpg
传播学系,兰朵,讲师,兰朵.jpg
传播学系,陈曲,讲师,陈曲.jpg
设计系,秦宪刚,讲师,秦宪刚.jpg
